,WorkerId,Unnamed: 0,ExcludedAverage,HITId,WorkTimeInSeconds,Input.batch,MistakeZScore,Input.Nucle_ID,Input.original_text,Input.is_perfect,Input.is_control,Answer.mistakeRate
346,A284YHQWREBH07,347,-0.05364940383024285,301KG0KX9C7YYDM4PYGJ0FSC8Y7H25,688,202,1.0439448488201637,53676,"However, when public spending on the aged is not limited and allowed to be raised continuously, everyone in the country is going to suffer in long term.",False,True,98
351,A284YHQWREBH07,352,0.5291969062075328,301KG0KX9C7YYDM4PYGJ0FSC8Y7H25,688,202,1.073376617887549,52401,"And in addition, there is not a need to neglect the developments of other areas of investments as the dual approach of slowing down the process of aging population and the improvements in other areas of the society will bring about a quantum leap to the country's development.",False,True,99
352,A284YHQWREBH07,353,0.25103468960872544,301KG0KX9C7YYDM4PYGJ0FSC8Y7H25,688,202,0.6613318509441519,38218,The most considerable strategy is that stressing filial obligation and increasing the willingness of tomorrow's grown children to support their own elderly parents through informal and family channels.,False,True,85
355,A284YHQWREBH07,356,-0.09969705305238077,301KG0KX9C7YYDM4PYGJ0FSC8Y7H25,688,202,0.16099177679859866,8852,"In engineering design processes, the steps regarding solution generation, selection and test are of vital importance to build up such an ideal energy transportation system.",False,True,68
357,A284YHQWREBH07,358,0.09500830393297215,301KG0KX9C7YYDM4PYGJ0FSC8Y7H25,688,202,0.3375823912029116,125351,"Since nuclear power does not generate carbon dioxide, it was once regarded as the best replacement of fossil fuels.",False,True,74
358,A284YHQWREBH07,359,0.15491150007291754,301KG0KX9C7YYDM4PYGJ0FSC8Y7H25,688,202,0.3375823912029116,15886,"Therefore, with all the worrisome disadvantages of surveillance technology will bring, we ought to ban it.",False,True,74
362,A284YHQWREBH07,363,-0.033041909140391,301KG0KX9C7YYDM4PYGJ0FSC8Y7H25,688,202,-1.3694602147054469,8191,"Without the accession from the society, it would be difficult for the emergent of any new innovations.",False,True,16
367,A284YHQWREBH07,368,-0.046037819653630574,301KG0KX9C7YYDM4PYGJ0FSC8Y7H25,688,202,-1.3105966765706762,113136,"This way, the operators would not have retracted the control rods during the pre test stage since the system would be automated.",False,True,18
373,A284YHQWREBH07,374,0.28946558328924815,301KG0KX9C7YYDM4PYGJ0FSC8Y7H25,688,202,0.10212823866382764,59957,The aging processes in Singapore with the ensuing serious impact have drawn our attention.,False,True,66
380,A284YHQWREBH07,381,-0.3399033765680197,301KG0KX9C7YYDM4PYGJ0FSC8Y7H25,688,202,-1.8403685197836148,45758,"Furthermore, if the government can maintain social stability in its country, government may then focus on other aspects such as defence.",False,True,0
388,A284YHQWREBH07,389,0.15398343815497043,301KG0KX9C7YYDM4PYGJ0FSC8Y7H25,688,202,-1.2223013693685196,5840,"However, we actually take a higher risk of the side-effect to consume the penicillin.",False,True,21
390,A284YHQWREBH07,391,0.4250569148193421,301KG0KX9C7YYDM4PYGJ0FSC8Y7H25,688,202,-1.2223013693685196,76833,"However, it is safer, cleaner and considered more environments friendly.",False,True,21
399,A284YHQWREBH07,400,0.43246229596698477,301KG0KX9C7YYDM4PYGJ0FSC8Y7H25,688,202,-0.015598837605714348,60879,Where is all the money invested in ?,False,True,62
403,AYUZGGAGNM9FT,404,-0.029630162966766037,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,-0.4835073816919754,42525,"As a result, elderly individuals can enjoy their retirement without having much financial worries.",False,True,6
407,AYUZGGAGNM9FT,408,-0.17495920241588542,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,0.909036725091892,14185,"There are also considerations like age and maturity level (Gillian, Denise and Bartha 2009).",False,True,14
422,AYUZGGAGNM9FT,423,-0.11388324269541678,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,2.127512818527776,78361,"Next, the public demands have pushed the benefits of the GPS greater when gadgets are integrated with GPS to provide constant relative motion and time coordinating.",False,True,21
436,AYUZGGAGNM9FT,437,-0.11551333180416574,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,2.3015808318757593,81145,This gave the engineers the idea of whether what they see in the movie is able to become a reality.,False,True,22
437,AYUZGGAGNM9FT,438,-0.0467086214376661,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,3.1719208986156766,125351,"Since nuclear power does not generate carbon dioxide, it was once regarded as the best replacement of fossil fuels.",False,True,27
438,AYUZGGAGNM9FT,439,0.004409082655669392,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,0.03869665835197485,145942,"Hence, with a healthy mindset set in their minds, they are more likely to win the battle against their illnesses.",False,True,9
440,AYUZGGAGNM9FT,441,0.5471937874286321,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,3.5200569253116427,10328,"Mostly, they will give reverse responses after considering in different angles, but people can still make decisions based on the more crucial factor or the factor they concerned the most.",False,True,29
444,AYUZGGAGNM9FT,445,-0.5411803057126916,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,-0.30943936834399194,50415,The aging workforce will then decrease the work productivity and lower nation's economic development.,False,True,7
447,AYUZGGAGNM9FT,448,0.3533842365140743,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,1.083104738439875,16022,"However, in the reality, the result of genetic testing is so important and could give impact to all his family as it may comprise information about hereditary disease.",False,True,15
469,AYUZGGAGNM9FT,470,0.5415245427270203,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,2.8237848719197096,49016,"In fact, this solution somehow could ensure the economy that it would be sufficient new generation of workforce to provide for the labour market when it comes to the time for the previous generation to get retired.",False,True,25
481,AYUZGGAGNM9FT,482,0.033246599907451865,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,0.03869665835197485,4697,"For example, Meizu, a Chinese electrical manufactory famous for its pseudo "" Apple inspired design "" music players recently comes up with a new product M8.",False,True,9
487,AYUZGGAGNM9FT,488,0.49281282670164334,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,1.4312407651358416,82943,While the Desert Hawk is the only user still operating the UAV.,False,True,17
489,AYUZGGAGNM9FT,490,0.1815504906701542,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,1.7793767918318089,80640,This will cause children who later grow into adults not to utilize their creativity the first step to engineering design process.,False,True,19
491,AYUZGGAGNM9FT,492,-0.045067420652394496,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,1.2571727517878586,99891,Either other areas of public spending have to receive less funding or taxes have to be raised to allow for more funds to be spent on the aged.,False,True,16
492,AYUZGGAGNM9FT,493,-0.1914029248738125,3EKZL9T8Y88BWVE6MR5PCS1YKPKHCE,940,1,1.6053087784838256,10210,"However in the case of the serendipitous discoveries, identifying a problem or need as well as selecting the best solution are eliminated.",False,True,18
506,AZAZE3GCDBQVT,507,0.12837084868627144,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,0.27630342704933303,147313,"Thus, they would be able to make sound decision with this new knowledge.",False,True,60
515,AZAZE3GCDBQVT,516,-0.04147951699537328,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,-1.2838050763495759,130626,"Also, what people worry about, like security, is actually not that bad.",False,True,22
523,AZAZE3GCDBQVT,524,0.35356099711384015,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,0.8510802440910362,76833,"However, it is safer, cleaner and considered more environments friendly.",False,True,74
526,AZAZE3GCDBQVT,527,-0.2520204018149518,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,-1.4890825110073271,144603,"Singapore being a small country with only 682.7 sq km (CIA World Factbook, 2009) faces the problems of land scarcity.",False,True,17
528,AZAZE3GCDBQVT,529,-0.759921775728833,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,-0.17530692919771965,114789,"Thus, nuclear energy is more cost-efficient compared to existing energy resources and it is more environmental-friendly.",False,True,49
536,AZAZE3GCDBQVT,537,0.35240685926588516,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,0.4405253747755339,47511,It obviously means that the rest fifty-seven percents in the first case or two third of the population in the second case have to work and support for both themselves and those who are unable to work.,False,True,64
537,AZAZE3GCDBQVT,538,0.1378582445947717,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,1.3026906003380891,149852,"However, if one thinks it positively, it can in fact share the tension of that carrier with his or her family so that he or she does not have to carry it alone.",False,True,85
543,AZAZE3GCDBQVT,544,-0.04715413632950976,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,-1.2838050763495759,113136,"This way, the operators would not have retracted the control rods during the pre test stage since the system would be automated.",False,True,22
546,AZAZE3GCDBQVT,547,0.21989001861996954,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,0.9742467048856871,80640,This will cause children who later grow into adults not to utilize their creativity the first step to engineering design process.,False,True,77
575,AZAZE3GCDBQVT,576,0.1056450482428027,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,-1.735415432596629,150584,"In conclusion, one who has genetic disorder or disease is obliged to reveal the genetic testing result he has because by revealing it, there are several benefits for him, his family and people around him.",False,True,11
583,AZAZE3GCDBQVT,584,0.25651688584246035,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,1.138468652611888,142233,"Moreover, the rods are designed with graphite tip which, when first inserted, will increases the reactivity.",False,True,81
585,AZAZE3GCDBQVT,586,-0.5299892249676755,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,0.27630342704933303,106171,The nuclear-averse public opposed the development of generation IV reactors because they are too costly to build.,False,True,60
587,AZAZE3GCDBQVT,588,-0.09424051311948864,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,1.7543009565851415,78361,"Next, the public demands have pushed the benefits of the GPS greater when gadgets are integrated with GPS to provide constant relative motion and time coordinating.",False,True,96
589,AZAZE3GCDBQVT,590,-0.3432926187278545,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,-0.5037508246501216,36670,"On the treatment front, improvements in the pin-hole surgery have greatly minimized the trauma to the patient, leading to shorted recovery time.",False,True,41
593,AZAZE3GCDBQVT,594,0.0030683508341981967,3T2HW4QDUVTIHPWNOFHXZB3A1CC9CG,749,203,-1.6533044587335282,106213,"When GIF have found out the proper method of recycling, the public can live with ease nearby the nuclear reactor plant.",False,True,13
601,A3K78ZN2UFJ2W7,602,-0.023412301888776594,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,0.7324859073136811,98365,"Furthermore, since old people stay at home for the most of the time, adequate sunlight would help them to form the cycle of day and night and thus prevent them from sleep disorders.",False,True,67
602,A3K78ZN2UFJ2W7,603,0.16184432119130882,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,0.14081716150295334,44182,"In the recent years, global aging issues are an uprising concern.",False,True,57
606,A3K78ZN2UFJ2W7,607,0.1122985304739044,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,0.6733190327326084,134611,First issue concerned is the performance of reactors.,False,True,66
610,A3K78ZN2UFJ2W7,611,-0.4249681115590392,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,-1.63418907592923,85920,The electric generated vehicle should be fully tested and examined.,False,True,27
613,A3K78ZN2UFJ2W7,614,0.3701907342685632,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,0.3774846598272445,26388,"As compared to 2003, it shows an increased of 1.4 years and 1.2 years correspondingly (Singapore Department of Statistics, 2008).",False,True,61
619,A3K78ZN2UFJ2W7,620,0.6007801265966141,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,1.5608221514486997,87265,Unite everyone can maximize the ability of the whole unity.,False,True,81
623,A3K78ZN2UFJ2W7,624,0.07343461266891538,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,0.8508196564758267,118242,"On the other hand, the corresponding design of the constructions of the nuclear power plants can prevent from nuclear leak even when disasters occur.",False,True,69
634,A3K78ZN2UFJ2W7,635,0.10811586944249982,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,0.2591509106650989,78835,"However, the recent two decades witnessed astonishing innovation in photographythe development of digital cameras (DC) which has made taking photos accessible to non-specialists.",False,True,59
655,A3K78ZN2UFJ2W7,656,0.2537901670951544,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,0.9691534056379724,129606,"There is a discovery that there is a much better nuclear source compare to uranium, which is helium-3 that is located in the moon (Lasker, J, 2006).",False,True,71
657,A3K78ZN2UFJ2W7,658,0.6186238981123746,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,1.3241546531244088,91341,"For those who can support themselves, either by their own saving money or by support of family, should take the responsible to reduce the financial stress put on programs for the elderly.",False,True,77
658,A3K78ZN2UFJ2W7,659,0.1772269882483195,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,0.19998403608402607,57582,"The Survey of Senior Citizens (1995) showed that although the health status among respondents aged 60 and older was generally good, more than 30 per cent received treatment for some chronic illness.",False,True,58
679,A3K78ZN2UFJ2W7,680,0.06886223284577409,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,0.7916527818947539,64962,"One of them is that they both exist to address problems that people are facing at that time of creation, but differ in process it takes to develope the product.",False,True,68
686,A3K78ZN2UFJ2W7,687,-0.16620812600175686,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,0.3774846598272445,93770,"In the contemporary society, the elder are well taken care of in many countries.",False,True,61
687,A3K78ZN2UFJ2W7,688,0.4801732858151205,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,0.6141521581515356,38546,Aging-related problem is no longer an imminent issue that concerns a particular region but it happens to be disquieted and discussed in every country all over the world.,False,True,65
688,A3K78ZN2UFJ2W7,689,0.3270469011849182,3ZLW647WALHJ45F5ADRHWLR2PTP23J,502,2,1.619989026029773,76833,"However, it is safer, cleaner and considered more environments friendly.",False,True,82
703,A9TOZ2XMQY1RX,704,0.2572604459146777,3CESM1J3EIP4D40U7ZEMRVJB3RM6WB,1199,204,1.1169054105175842,142233,"Moreover, the rods are designed with graphite tip which, when first inserted, will increases the reactivity.",False,True,74
704,A9TOZ2XMQY1RX,705,0.30890086913678544,3CESM1J3EIP4D40U7ZEMRVJB3RM6WB,1199,204,1.7457050786485253,47511,It obviously means that the rest fifty-seven percents in the first case or two third of the population in the second case have to work and support for both themselves and those who are unable to work.,False,True,82
711,A9TOZ2XMQY1RX,712,0.02888368959575209,3CESM1J3EIP4D40U7ZEMRVJB3RM6WB,1199,204,2.2959047882630985,48641,"Similarly, increasing adult's responsibility for their older parents particularly assists the government in caring a number of older people and saving health care's fees.",False,True,89
724,A9TOZ2XMQY1RX,725,-0.09588034863437142,3CESM1J3EIP4D40U7ZEMRVJB3RM6WB,1199,204,0.9597054934848488,63959,"To reduce this over- reliance, Singapore has been taking careful measures in her education system, for instance her first IT Masterplan for education (MP1) in 1997 (Keng, 2007), ensuring that Singaporeans have sufficient IT skills for future endeavors.",False,True,72
754,A9TOZ2XMQY1RX,755,0.38306077541406386,3CESM1J3EIP4D40U7ZEMRVJB3RM6WB,1199,204,-0.6908936353588714,45139,Now the government should focus on sustaining and maintaining all these developments that are already provided here.,False,True,51
756,A9TOZ2XMQY1RX,757,0.21546292763787664,3CESM1J3EIP4D40U7ZEMRVJB3RM6WB,1199,204,-0.6122936768425038,72530,"It is said that if we can cover a place of 40,000 square miles with solar panel, the demand for electricity of the whole world will be satisfied.",False,True,52
762,A9TOZ2XMQY1RX,763,0.22402255051195488,3CESM1J3EIP4D40U7ZEMRVJB3RM6WB,1199,204,-0.6908936353588714,5198,They even asked for more cards when they finished giving out what they have.,False,True,51
764,A9TOZ2XMQY1RX,765,0.5249417856438336,3CESM1J3EIP4D40U7ZEMRVJB3RM6WB,1199,204,-0.6122936768425038,65802,"To enhance the capacity of the battery, keep trying new materials is important.",False,True,52
766,A9TOZ2XMQY1RX,767,0.14670581445674788,3CESM1J3EIP4D40U7ZEMRVJB3RM6WB,1199,204,0.6453056594193783,56852,"As the elderly will not be encouraged to work, it will ultimately inhabit inactivity amongst the old aged when they take for granted that governments are providing everything for them.",False,True,68
